"conscientizacao_ID","Escolaridade(chefe_familia)","Recebe_Info_Energia","Interesse_Info_Energia","Compra_Produtos_Economicos","Evita_Banho_Demorado","Regula_Temp_Geladeira","Evita_Acender_Luz_Dia"
602,Fundamental completo/Médio incompleto,Não,Não,Sempre,"",Sempre,Normalmente
603,Médio completo/Superior incompleto,Não,Sim,Sempre,NÃO SE APLICA,Sempre,Normalmente
604,Fundamental completo/Médio incompleto,Sim,"",Raramente,Normalmente,Raramente,Normalmente
605,Superior completo,Sim,"",Sempre,Normalmente,Sempre,Sempre
606,Fundamental completo/Médio incompleto,Não sabe/não responde,Não,Sempre,"",Sempre,Sempre
607,Fundamental I completo / Fundamental II incompleto,Sim,"",Normalmente,"",Sempre,Raramente
608,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Sim,Normalmente,"",Normalmente,Sempre
609,Fundamental I completo / Fundamental II incompleto,Sim,"",Sempre,Sempre,Raramente,Sempre
610,Fundamental completo/Médio incompleto,Não,Sim,Sempre,Normalmente,Sempre,Normalmente
611,Fundamental I completo / Fundamental II incompleto,Não,Não,Raramente,"",Nunca,Normalmente
612,Fundamental I completo / Fundamental II incompleto,Não,Sim,Sempre,Normalmente,Sempre,Sempre
613,Médio completo/Superior incompleto,Sim,"",Sempre,Normalmente,Sempre,Normalmente
614,Superior completo,Sim,"",Raramente,"",Nunca,Normalmente
615,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Não sabe/não responde,Raramente,"",Nunca,Normalmente
616,Médio completo/Superior incompleto,Sim,"",Sempre,NÃO SE APLICA,Sempre,Sempre
617,Fundamental completo/Médio incompleto,Sim,"",Sempre,"",Sempre,NÃO SE APLICA
618,Superior completo,Sim,"",Sempre,Raramente,Normalmente,Sempre
619,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,Sempre,Normalmente,Sempre
620,Médio completo/Superior incompleto,Não,Não,Sempre,"",Nunca,Normalmente
621,Médio completo/Superior incompleto,Sim,"",Sempre,Sempre,Normalmente,Sempre
622,Fundamental I completo / Fundamental II incompleto,Não,Não,Sempre,"",NÃO SE APLICA,Sempre
623,Fundamental completo/Médio incompleto,Não,Sim,Sempre,"",Sempre,Raramente
624,Analfabeto / Fundamental I incompleto,Sim,"",Normalmente,"",Nunca,Raramente
625,Fundamental I completo / Fundamental II incompleto,Não,Não,Sempre,"",Normalmente,Raramente
626,Analfabeto / Fundamental I incompleto,Não,Sim,Raramente,"",Raramente,Normalmente
627,Superior completo,Não sabe/não responde,Sim,Sempre,"",Sempre,Sempre
628,Fundamental completo/Médio incompleto,Não,Sim,Sempre,Normalmente,Normalmente,Sempre
629,Médio completo/Superior incompleto,Não,Sim,Sempre,"",NÃO SE APLICA,Normalmente
630,Superior completo,Sim,"",Sempre,Sempre,Raramente,Normalmente
631,Fundamental completo/Médio incompleto,Não,Não,Sempre,"",Nunca,Normalmente
632,Fundamental completo/Médio incompleto,Não,Não sabe/não responde,Sempre,"",Raramente,Raramente
633,Fundamental completo/Médio incompleto,Não,Sim,Sempre,Sempre,Raramente,Normalmente
634,Fundamental I completo / Fundamental II incompleto,Sim,"",Raramente,"",Raramente,Raramente
635,Fundamental I completo / Fundamental II incompleto,Não,Sim,Raramente,"",Normalmente,Normalmente
636,Fundamental completo/Médio incompleto,Sim,"",Nunca,"",Normalmente,Raramente
637,Médio completo/Superior incompleto,Não sabe/não responde,Não sabe/não responde,Normalmente,"",Sempre,Raramente
638,Fundamental completo/Médio incompleto,Sim,"",Sempre,"",Raramente,Normalmente
639,Médio completo/Superior incompleto,Sim,"",Raramente,"",Raramente,Raramente
640,Analfabeto / Fundamental I incompleto,Não,Sim,Sempre,Sempre,Raramente,Sempre
641,Superior completo,Não,Sim,Normalmente,Normalmente,Normalmente,Normalmente
642,Fundamental I completo / Fundamental II incompleto,Não,Sim,Sempre,Normalmente,Normalmente,Sempre
643,Fundamental I completo / Fundamental II incompleto,Não,Não,Sempre,"",Nunca,Normalmente
644,Fundamental completo/Médio incompleto,Não,Não,Normalmente,"",Nunca,Raramente
645,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,"",Sempre,NÃO SE APLICA
646,Fundamental I completo / Fundamental II incompleto,Sim,"",Sempre,Normalmente,Raramente,Sempre
647,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,NÃO SE APLICA,Nunca,Sempre
648,Fundamental completo/Médio incompleto,Não sabe/não responde,Sim,Sempre,"",Normalmente,Sempre
649,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,Raramente,Raramente,Sempre
650,Fundamental I completo / Fundamental II incompleto,Não,Sim,Sempre,Sempre,Normalmente,Normalmente
651,Fundamental completo/Médio incompleto,Sim,"",Sempre,"",Sempre,Nunca
652,Superior completo,Não sabe/não responde,Sim,Normalmente,"",Normalmente,Normalmente
653,Fundamental I completo / Fundamental II incompleto,Não,Não,Sempre,"",Nunca,Raramente
654,Analfabeto / Fundamental I incompleto,Não,Não sabe/não responde,Normalmente,"",Nunca,Normalmente
655,Analfabeto / Fundamental I incompleto,Não,Não,Raramente,"",Nunca,Normalmente
656,Fundamental completo/Médio incompleto,Sim,"",Normalmente,"",Sempre,Raramente
657,Superior completo,Sim,"",Normalmente,"",NÃO SE APLICA,Normalmente
658,Analfabeto / Fundamental I incompleto,Não,Não,Sempre,"",Normalmente,Normalmente
659,Fundamental I completo / Fundamental II incompleto,Sim,"",Normalmente,"",NÃO SE APLICA,Normalmente
660,Fundamental I completo / Fundamental II incompleto,Sim,"",Raramente,"",NÃO SE APLICA,Sempre
661,Superior completo,Não,Sim,Sempre,Normalmente,Normalmente,Sempre
662,Médio completo/Superior incompleto,Sim,"",Sempre,Normalmente,NÃO SE APLICA,Normalmente
663,Fundamental completo/Médio incompleto,Não,Sim,Normalmente,Sempre,Normalmente,Sempre
664,Fundamental completo/Médio incompleto,Não,Não,Raramente,"",Normalmente,Normalmente
665,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,Sempre,Normalmente,Normalmente
666,Médio completo/Superior incompleto,Não,Sim,Sempre,Normalmente,Normalmente,Sempre
667,Fundamental I completo / Fundamental II incompleto,Não,Não,Normalmente,"",Raramente,Normalmente
668,Fundamental completo/Médio incompleto,Não,Não sabe/não responde,Normalmente,"",Normalmente,Normalmente
669,Fundamental I completo / Fundamental II incompleto,Sim,"",Raramente,"",Raramente,Normalmente
670,Médio completo/Superior incompleto,Não,Não sabe/não responde,Normalmente,"",Nunca,NÃO SE APLICA
671,Fundamental I completo / Fundamental II incompleto,Não,Não,Raramente,"",Sempre,Normalmente
672,Fundamental completo/Médio incompleto,Não,Sim,Raramente,"",Nunca,Raramente
673,Superior completo,Sim,"",Sempre,Sempre,Normalmente,Normalmente
674,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Sim,Sempre,"",Sempre,Normalmente
675,Superior completo,Não,Não,Raramente,"",Nunca,Normalmente
676,Fundamental completo/Médio incompleto,Não,Não,Sempre,"",NÃO SE APLICA,Sempre
677,Fundamental I completo / Fundamental II incompleto,Sim,"",Sempre,Sempre,Normalmente,Normalmente
678,Superior completo,Não,Não sabe/não responde,Sempre,"",Nunca,Normalmente
679,Fundamental I completo / Fundamental II incompleto,Não,Não,Nunca,"",Nunca,Raramente
680,Médio completo/Superior incompleto,Não,Não,Sempre,"",NÃO SE APLICA,Sempre
681,Fundamental I completo / Fundamental II incompleto,Sim,"",Sempre,NÃO SE APLICA,NÃO SE APLICA,Sempre
682,Analfabeto / Fundamental I incompleto,Não,Sim,Sempre,NÃO SE APLICA,Sempre,Sempre
683,Superior completo,Não,Sim,Normalmente,Raramente,Normalmente,Normalmente
684,Analfabeto / Fundamental I incompleto,Não,Não sabe/não responde,Normalmente,"",Nunca,Raramente
685,Médio completo/Superior incompleto,Não,Não,Sempre,Normalmente,Raramente,Sempre
686,Fundamental I completo / Fundamental II incompleto,Não,Não,Sempre,Sempre,NÃO SE APLICA,Sempre
687,Fundamental I completo / Fundamental II incompleto,Não,Não sabe/não responde,Normalmente,"",Nunca,Sempre
688,Médio completo/Superior incompleto,Não,Sim,Normalmente,"",Nunca,Normalmente
689,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Não,Sempre,"",Nunca,Normalmente
690,Analfabeto / Fundamental I incompleto,Sim,"",Raramente,"",NÃO SE APLICA,Sempre
691,Fundamental completo/Médio incompleto,Sim,"",Raramente,"",Nunca,Raramente
692,Fundamental completo/Médio incompleto,Não,Sim,Sempre,"",Nunca,NÃO SE APLICA
693,Superior completo,Não,Não sabe/não responde,Sempre,"",Raramente,Sempre
694,Fundamental I completo / Fundamental II incompleto,Não,Sim,Nunca,"",NÃO SE APLICA,Sempre
695,Fundamental completo/Médio incompleto,Sim,"",Raramente,"",Raramente,Raramente
696,Superior completo,Não,Não,Sempre,"",Sempre,Normalmente
697,Analfabeto / Fundamental I incompleto,Sim,"",Raramente,"",Raramente,Normalmente
698,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Não,Sempre,"",Nunca,Sempre
699,Analfabeto / Fundamental I incompleto,Não,Não sabe/não responde,Normalmente,"",Normalmente,Sempre
700,Fundamental I completo / Fundamental II incompleto,Não,Sim,Raramente,"",NÃO SE APLICA,Sempre
701,Fundamental I completo / Fundamental II incompleto,Sim,"",Sempre,Normalmente,Normalmente,Sempre
702,Fundamental completo/Médio incompleto,Não,Sim,Sempre,"",Nunca,Raramente
703,Médio completo/Superior incompleto,Não,Não sabe/não responde,Normalmente,"",Nunca,Sempre
704,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Não sabe/não responde,Normalmente,"",Nunca,Normalmente
705,Fundamental I completo / Fundamental II incompleto,Sim,"",Normalmente,"",Nunca,Raramente
706,Fundamental completo/Médio incompleto,Não sabe/não responde,Não sabe/não responde,Sempre,"",Sempre,Sempre
707,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Não sabe/não responde,Normalmente,"",Nunca,Sempre
708,Superior completo,Sim,"",Normalmente,NÃO SE APLICA,Nunca,Sempre
709,Médio completo/Superior incompleto,Sim,"",Sempre,Sempre,Sempre,Nunca
710,Médio completo/Superior incompleto,Sim,"",Normalmente,NÃO SE APLICA,Normalmente,Normalmente
711,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Sempre,"",Normalmente,Sempre
712,Superior completo,Não,Sim,Sempre,Sempre,Sempre,Normalmente
713,Analfabeto / Fundamental I incompleto,Não,Não sabe/não responde,Sempre,"",Raramente,Raramente
714,Fundamental completo/Médio incompleto,Sim,"",Normalmente,"",Normalmente,Raramente
715,Superior completo,Não,Sim,Normalmente,Sempre,Sempre,Sempre
716,Médio completo/Superior incompleto,Sim,"",Normalmente,Normalmente,Sempre,Normalmente
717,Fundamental I completo / Fundamental II incompleto,Sim,"",Nunca,"",Sempre,Sempre
718,Fundamental I completo / Fundamental II incompleto,Sim,"",Sempre,Raramente,Sempre,Normalmente
719,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,Normalmente,Normalmente,Sempre
720,Superior completo,Não,Não,Normalmente,"",Raramente,Sempre
721,Superior completo,Não,Não,Sempre,Normalmente,Normalmente,Sempre
722,Fundamental completo/Médio incompleto,Sim,"",Sempre,Raramente,Sempre,Sempre
723,Analfabeto / Fundamental I incompleto,Não,Sim,Sempre,Normalmente,Normalmente,Sempre
724,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Sim,Sempre,"",Nunca,Sempre
725,Médio completo/Superior incompleto,Sim,"",Normalmente,Normalmente,Normalmente,Sempre
726,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,Normalmente,Sempre,Sempre
727,Médio completo/Superior incompleto,Não,Sim,Normalmente,Normalmente,Raramente,Sempre
728,Médio completo/Superior incompleto,Não,Não sabe/não responde,Raramente,"",Normalmente,Normalmente
729,Superior completo,Não,Sim,Normalmente,Normalmente,Raramente,Sempre
730,Médio completo/Superior incompleto,Sim,"",Normalmente,NÃO SE APLICA,Nunca,Normalmente
731,Analfabeto / Fundamental I incompleto,Não,Não,Raramente,"",Raramente,Sempre
732,Superior completo,Não,Não,Sempre,"",Raramente,Normalmente
733,Fundamental completo/Médio incompleto,Sim,"",Sempre,Raramente,Normalmente,Sempre
734,Médio completo/Superior incompleto,Não,Não,Sempre,Sempre,Nunca,Sempre
735,Fundamental I completo / Fundamental II incompleto,Sim,"",Sempre,Normalmente,Normalmente,Normalmente
736,Analfabeto / Fundamental I incompleto,Sim,"",Normalmente,"",Raramente,Sempre
737,Médio completo/Superior incompleto,Sim,"",Normalmente,Raramente,Sempre,Normalmente
738,Superior completo,Não,Não,Normalmente,Sempre,Raramente,Sempre
739,Fundamental completo/Médio incompleto,Não sabe/não responde,Sim,Normalmente,"",Normalmente,Sempre
740,Médio completo/Superior incompleto,Não sabe/não responde,Não sabe/não responde,Sempre,"",Sempre,Normalmente
741,Superior completo,Não,Sim,Normalmente,"",Raramente,Sempre
742,Analfabeto / Fundamental I incompleto,Não,Sim,Sempre,Sempre,Normalmente,Sempre
743,Analfabeto / Fundamental I incompleto,Não,Não,Sempre,Sempre,Normalmente,Sempre
744,Fundamental completo/Médio incompleto,Não,Sim,Sempre,Sempre,Raramente,Sempre
745,Superior completo,Sim,"",Sempre,Normalmente,Normalmente,Sempre
746,Médio completo/Superior incompleto,Não,Não,Normalmente,Sempre,Raramente,Sempre
747,Fundamental I completo / Fundamental II incompleto,Não,Sim,Sempre,Raramente,Sempre,Sempre
748,Analfabeto / Fundamental I incompleto,Não,Sim,Sempre,Normalmente,Sempre,Sempre
749,Fundamental I completo / Fundamental II incompleto,Sim,"",Sempre,"",Sempre,Raramente
750,Fundamental completo/Médio incompleto,Sim,"",Sempre,Normalmente,Sempre,Normalmente
751,Médio completo/Superior incompleto,Sim,"",NÃO SE APLICA,"",Sempre,Sempre
752,Superior completo,Sim,"",Sempre,"",NÃO SE APLICA,NÃO SE APLICA
753,Médio completo/Superior incompleto,Não,Sim,Normalmente,Sempre,Sempre,Sempre
754,Fundamental completo/Médio incompleto,Não,Sim,Sempre,"",Sempre,NÃO SE APLICA
755,Fundamental completo/Médio incompleto,Sim,"",Sempre,Sempre,Sempre,Normalmente
756,Fundamental completo/Médio incompleto,Sim,"",Sempre,"",Normalmente,NÃO SE APLICA
757,Médio completo/Superior incompleto,Não,Sim,Sempre,Sempre,Sempre,Normalmente
758,Médio completo/Superior incompleto,Sim,"",Normalmente,Sempre,Sempre,Sempre
759,Analfabeto / Fundamental I incompleto,Sim,"",Raramente,Raramente,Sempre,Sempre
760,Médio completo/Superior incompleto,Não,Sim,Normalmente,Normalmente,Sempre,Sempre
761,Médio completo/Superior incompleto,Sim,"",Raramente,Normalmente,Raramente,Normalmente
762,Médio completo/Superior incompleto,Sim,"",Sempre,Sempre,Normalmente,Raramente
763,Médio completo/Superior incompleto,Sim,"",Sempre,Sempre,Normalmente,Normalmente
764,Analfabeto / Fundamental I incompleto,Sim,"",Normalmente,"",Sempre,Raramente
765,Fundamental completo/Médio incompleto,Não,Sim,Sempre,Sempre,Sempre,Raramente
766,Fundamental completo/Médio incompleto,Não,Sim,Raramente,"",Normalmente,Sempre
767,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Sim,Sempre,Normalmente,Raramente,Sempre
768,Superior completo,Não,Sim,Normalmente,Normalmente,Sempre,Normalmente
769,Fundamental completo/Médio incompleto,Sim,"",Sempre,"",Raramente,NÃO SE APLICA
770,Superior completo,Não,Sim,Normalmente,Normalmente,Sempre,Sempre
771,Analfabeto / Fundamental I incompleto,Não,Sim,Sempre,Sempre,Sempre,Normalmente
772,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Sempre,"",Raramente,Normalmente
773,Fundamental completo/Médio incompleto,Não sabe/não responde,Não sabe/não responde,Sempre,"",Raramente,Sempre
774,Médio completo/Superior incompleto,Sim,"",Sempre,Raramente,Normalmente,Sempre
775,Médio completo/Superior incompleto,Sim,"",Sempre,NÃO SE APLICA,Normalmente,Sempre
776,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Sim,Sempre,"",Normalmente,Normalmente
777,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Sim,Sempre,"",Sempre,NÃO SE APLICA
778,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,Raramente,Normalmente,Sempre
779,Médio completo/Superior incompleto,Não,Não sabe/não responde,Sempre,"",Sempre,Sempre
780,Fundamental completo/Médio incompleto,Não,Não sabe/não responde,Nunca,"",Nunca,Nunca
781,Superior completo,Não,Sim,Sempre,Normalmente,Normalmente,Normalmente
782,Superior completo,Não,Sim,Raramente,"",Normalmente,Sempre
783,Analfabeto / Fundamental I incompleto,Não,Sim,Normalmente,"",Raramente,Raramente
784,Médio completo/Superior incompleto,Não sabe/não responde,Não,Normalmente,"",Nunca,Normalmente
785,Analfabeto / Fundamental I incompleto,Sim,"",Normalmente,Normalmente,Sempre,Sempre
786,Fundamental I completo / Fundamental II incompleto,Não,Não sabe/não responde,Sempre,"",Nunca,Raramente
787,Analfabeto / Fundamental I incompleto,Não,Não sabe/não responde,Sempre,"",Nunca,Normalmente
788,Fundamental I completo / Fundamental II incompleto,Não,Sim,Sempre,"",Nunca,Raramente
789,Superior completo,Não,Não sabe/não responde,Sempre,"",Nunca,Sempre
790,Médio completo/Superior incompleto,Não,Não sabe/não responde,Sempre,"",Nunca,Normalmente
791,Superior completo,Não,Sim,Normalmente,Raramente,NÃO SE APLICA,Raramente
792,Analfabeto / Fundamental I incompleto,Sim,"",Normalmente,"",NÃO SE APLICA,Sempre
793,Superior completo,Não,Sim,Sempre,"",Raramente,Raramente
794,Superior completo,Sim,"",Sempre,Sempre,Raramente,Raramente
795,Médio completo/Superior incompleto,Sim,"",Normalmente,Sempre,Sempre,Normalmente
796,Fundamental completo/Médio incompleto,Não,Sim,Raramente,Sempre,Sempre,Sempre
797,Fundamental completo/Médio incompleto,Não sabe/não responde,Não,Sempre,"",Nunca,Normalmente
798,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Sempre,"",Sempre,Sempre
799,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Não sabe/não responde,Sempre,"",Nunca,Normalmente
800,Fundamental completo/Médio incompleto,Não,Sim,Sempre,"",NÃO SE APLICA,Raramente
801,Médio completo/Superior incompleto,Não,Não sabe/não responde,Sempre,"",Nunca,Raramente
802,Superior completo,Sim,"",Sempre,Raramente,Sempre,Sempre
803,Médio completo/Superior incompleto,Não sabe/não responde,Não sabe/não responde,Sempre,"",Normalmente,Sempre
804,Fundamental completo/Médio incompleto,Não,Sim,Sempre,"",Nunca,Nunca
805,Médio completo/Superior incompleto,Não,Não sabe/não responde,Sempre,"",Raramente,Raramente
806,Médio completo/Superior incompleto,Não,Não sabe/não responde,Sempre,"",Sempre,Normalmente
807,Superior completo,Sim,"",Sempre,"",NÃO SE APLICA,Sempre
808,Médio completo/Superior incompleto,Não,Sim,Sempre,"",Nunca,Nunca
809,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Não sabe/não responde,Sempre,"",Normalmente,Normalmente
810,Fundamental completo/Médio incompleto,Não,Não sabe/não responde,Sempre,"",Normalmente,Normalmente
811,Analfabeto / Fundamental I incompleto,Não,Sim,Nunca,"",NÃO SE APLICA,Sempre
812,Fundamental completo/Médio incompleto,Não,Não,Sempre,"",NÃO SE APLICA,Nunca
813,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,NÃO SE APLICA,Sempre,Sempre
814,Analfabeto / Fundamental I incompleto,Não,Não,Nunca,"",Raramente,Sempre
815,Médio completo/Superior incompleto,Sim,"",Sempre,Sempre,Sempre,Raramente
816,Fundamental I completo / Fundamental II incompleto,Sim,"",Sempre,Sempre,Sempre,Normalmente
817,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,Sempre,Sempre,Normalmente
818,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Não sabe/não responde,Normalmente,"",Raramente,Normalmente
819,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Sim,Sempre,"",Sempre,Nunca
820,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Sim,Sempre,"",Sempre,Sempre
821,Analfabeto / Fundamental I incompleto,Não,Sim,Normalmente,NÃO SE APLICA,Sempre,Sempre
822,Fundamental I completo / Fundamental II incompleto,Não,Não sabe/não responde,Sempre,"",Sempre,Normalmente
823,Analfabeto / Fundamental I incompleto,Não,Não,Sempre,NÃO SE APLICA,Nunca,Sempre
824,Fundamental I completo / Fundamental II incompleto,Sim,"",Normalmente,NÃO SE APLICA,Sempre,Sempre
825,Fundamental completo/Médio incompleto,Não,Sim,Normalmente,Normalmente,Normalmente,Normalmente
826,Superior completo,Sim,"",Sempre,Normalmente,Sempre,Normalmente
827,Médio completo/Superior incompleto,Não sabe/não responde,Sim,Sempre,"",Nunca,Normalmente
828,Fundamental I completo / Fundamental II incompleto,Não,Não sabe/não responde,Sempre,"",Normalmente,Normalmente
829,Fundamental completo/Médio incompleto,Não,Sim,Sempre,Nunca,Sempre,Normalmente
830,Médio completo/Superior incompleto,Não,Sim,Sempre,NÃO SE APLICA,Raramente,Sempre
831,Fundamental completo/Médio incompleto,Não,Sim,Sempre,NÃO SE APLICA,Nunca,Sempre
832,Fundamental I completo / Fundamental II incompleto,Sim,"",Sempre,Normalmente,Nunca,Sempre
833,Fundamental I completo / Fundamental II incompleto,Sim,"",Normalmente,Sempre,Sempre,Sempre
834,Fundamental completo/Médio incompleto,Sim,"",Sempre,NÃO SE APLICA,Sempre,Normalmente
835,Médio completo/Superior incompleto,Não,Sim,Raramente,Sempre,Nunca,Sempre
836,Médio completo/Superior incompleto,Não,Sim,NÃO SE APLICA,"",Sempre,Sempre
837,Fundamental completo/Médio incompleto,Sim,"",Sempre,"",Raramente,Raramente
838,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Não sabe/não responde,Sempre,"",Nunca,Raramente
839,Analfabeto / Fundamental I incompleto,Não,Não sabe/não responde,Normalmente,"",Raramente,Normalmente
840,Fundamental I completo / Fundamental II incompleto,Não,Sim,Sempre,Sempre,Sempre,Normalmente
841,Fundamental completo/Médio incompleto,Não sabe/não responde,Não sabe/não responde,Sempre,"",Raramente,Normalmente
842,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,"",Sempre,Nunca
843,Fundamental completo/Médio incompleto,Não,Não,Raramente,"",Sempre,Sempre
844,Médio completo/Superior incompleto,Não,Sim,Raramente,"",Sempre,Normalmente
845,Analfabeto / Fundamental I incompleto,Não,Sim,Sempre,Normalmente,Sempre,Raramente
846,Analfabeto / Fundamental I incompleto,Não,Não,Sempre,Normalmente,Sempre,Sempre
847,Médio completo/Superior incompleto,Sim,"",Normalmente,Raramente,Normalmente,Normalmente
848,Superior completo,Sim,"",Normalmente,Normalmente,Normalmente,Normalmente
849,Médio completo/Superior incompleto,Não,Sim,Sempre,Raramente,Normalmente,Sempre
850,Analfabeto / Fundamental I incompleto,Sim,"",Raramente,Raramente,Raramente,Sempre
851,Médio completo/Superior incompleto,Não,Sim,Sempre,"",Raramente,Raramente
852,Fundamental completo/Médio incompleto,Não,Não,Normalmente,Sempre,Sempre,Sempre
853,Fundamental completo/Médio incompleto,Não,Sim,Sempre,Sempre,Normalmente,Sempre
854,Fundamental I completo / Fundamental II incompleto,Não,Não sabe/não responde,Sempre,"",Raramente,Normalmente
855,Superior completo,Sim,"",Sempre,"",Raramente,Raramente
856,Fundamental I completo / Fundamental II incompleto,Sim,"",Normalmente,Normalmente,Sempre,Normalmente
857,Médio completo/Superior incompleto,Não sabe/não responde,Não sabe/não responde,Sempre,"",Nunca,Normalmente
858,Superior completo,Sim,"",Sempre,"",Nunca,Raramente
859,Médio completo/Superior incompleto,Não,Não sabe/não responde,Sempre,"",Raramente,Normalmente
860,Fundamental completo/Médio incompleto,Sim,"",Sempre,Sempre,Raramente,Sempre
861,Fundamental completo/Médio incompleto,Não,Sim,Normalmente,Normalmente,Normalmente,Sempre
862,Médio completo/Superior incompleto,Não,Não sabe/não responde,Sempre,"",Normalmente,Normalmente
863,Fundamental I completo / Fundamental II incompleto,Não,Sim,Normalmente,Normalmente,Normalmente,Normalmente
864,Fundamental I completo / Fundamental II incompleto,Sim,"",Sempre,Normalmente,Sempre,Normalmente
865,Superior completo,Não,Não,Nunca,"",Nunca,Nunca
866,Analfabeto / Fundamental I incompleto,Sim,"",Normalmente,Sempre,Sempre,Sempre
867,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,Sempre,NÃO SE APLICA,Sempre
868,Médio completo/Superior incompleto,Não,Sim,Nunca,"",Nunca,Nunca
869,Superior completo,Não,Sim,Normalmente,Normalmente,Normalmente,Sempre
870,Analfabeto / Fundamental I incompleto,Não,Sim,Sempre,Nunca,Sempre,Sempre
871,Analfabeto / Fundamental I incompleto,Não sabe/não responde,Não,Normalmente,Normalmente,Normalmente,Normalmente
872,Fundamental completo/Médio incompleto,Não,Sim,Sempre,Sempre,Normalmente,Normalmente
873,Analfabeto / Fundamental I incompleto,Sim,"",Normalmente,Normalmente,Normalmente,Normalmente
874,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,Raramente,Sempre,Normalmente
875,Fundamental completo/Médio incompleto,Não,Sim,Raramente,Sempre,Sempre,Normalmente
876,Superior completo,Não,Sim,Sempre,"",Nunca,Nunca
877,Fundamental I completo / Fundamental II incompleto,Não,Não,Sempre,"",Raramente,Nunca
878,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,"",Nunca,Nunca
879,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Não,Nunca,"",Normalmente,Normalmente
880,Médio completo/Superior incompleto,Sim,"",Sempre,"",NÃO SE APLICA,Normalmente
881,Analfabeto / Fundamental I incompleto,Sim,"",NÃO SE APLICA,"",NÃO SE APLICA,Sempre
882,Médio completo/Superior incompleto,Sim,"",NÃO SE APLICA,"",Nunca,Sempre
883,Médio completo/Superior incompleto,Não,Não,Sempre,Sempre,Normalmente,Sempre
884,Superior completo,Sim,"",Raramente,Normalmente,Normalmente,Normalmente
885,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,Raramente,Sempre,Sempre
886,Médio completo/Superior incompleto,Sim,"",Sempre,Nunca,Raramente,Sempre
887,Médio completo/Superior incompleto,Não,Sim,Sempre,Sempre,Nunca,Normalmente
888,Médio completo/Superior incompleto,Não,Sim,Sempre,Sempre,Normalmente,Normalmente
889,Médio completo/Superior incompleto,Sim,"",Sempre,Normalmente,Normalmente,Normalmente
890,Fundamental I completo / Fundamental II incompleto,Não sabe/não responde,Não sabe/não responde,Sempre,"",Raramente,Sempre
891,Analfabeto / Fundamental I incompleto,Sim,"",Nunca,"",Sempre,Nunca
892,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,Raramente,Normalmente,Normalmente
893,Superior completo,Não sabe/não responde,Não,Sempre,"",Raramente,Normalmente
894,Médio completo/Superior incompleto,Sim,"",Sempre,Sempre,NÃO SE APLICA,Sempre
895,Superior completo,Sim,"",Nunca,Raramente,Sempre,Sempre
896,Fundamental I completo / Fundamental II incompleto,Sim,"",Sempre,Sempre,NÃO SE APLICA,Sempre
897,Analfabeto / Fundamental I incompleto,Sim,"",Raramente,Sempre,Sempre,Sempre
898,Médio completo/Superior incompleto,Sim,"",Normalmente,Normalmente,Nunca,Sempre
899,Superior completo,Não,Não,Sempre,"",Normalmente,Raramente
900,Médio completo/Superior incompleto,Sim,"",Sempre,Normalmente,Raramente,Normalmente
901,Superior completo,Não,Não,Sempre,NÃO SE APLICA,Raramente,Sempre
902,Analfabeto / Fundamental I incompleto,Sim,"",Sempre,Normalmente,Normalmente,Normalmente
903,Médio completo/Superior incompleto,Não,Sim,Sempre,Raramente,Raramente,Sempre
