"residencia_ID","Tipo","Area","Quant_Pessoas","Tipo_Energia","Fonte_Energia","Material","Quant_Banheiros","Quant_Chuveiros","Atividade_comercial"
425,Casa,"","10.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
426,Casa,"","6.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"4,","0.0",Exclusivamente residencial
427,Casa,"","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Tem outra(s) atividade(s)
428,Casa,"136.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"3,","0.0",Exclusivamente residencial
429,Casa,"15.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
430,Casa,"11.0","6.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
431,Casa,"100.0","9.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
432,Casa,"28.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
433,Casa,"125.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Exclusivamente residencial
434,Casa,"66.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
435,Casa,"12.0","1.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
436,Casa,"75.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
437,Casa,"74.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
438,Casa,"32.0","1.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
439,Casa,"85.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
440,Casa,"","4.0",Gerada no domicilio,Eolica,Alvenaria c/revestimento externo,"1,","0.0",Tem outra(s) atividade(s)
441,Casa,"100.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
442,Apartamento,"","8.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
443,Casa,"","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","3.0",Exclusivamente residencial
444,Casa,"25.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
445,Casa,"80.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
446,Casa,"150.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
447,Casa,"65.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
448,Casa,"90.0","1.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
449,Casa,"146.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
450,Casa,"","4.0",Rede geral de distribuicao,"",Outro material,"0,","0.0",Exclusivamente residencial
451,Casa,"60.0","1.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
452,Casa,"40.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
453,Casa,"","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
454,Casa,"220.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"4,","2.0",Exclusivamente residencial
455,Casa,"35.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
456,Casa,"72.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
457,Casa,"95.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
458,Casa,"30.0","2.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","0.0",Exclusivamente residencial
459,Casa,"30.0","6.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Tem outra(s) atividade(s)
460,Casa,"10.0","8.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
461,Casa,"42.0","3.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","0.0",Exclusivamente residencial
462,Casa,"","1.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
463,Casa,"16.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
464,Casa,"","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
465,Casa,"15.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
466,Casa,"72.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
467,Casa,"17.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
468,Casa,"","7.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","1.0",Exclusivamente residencial
469,Casa,"119.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
470,Apartamento,"64.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
471,Casa,"250.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
472,Casa,"11.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
473,Casa,"39.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
474,Casa,"11.0","11.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
475,Casa,"70.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Exclusivamente residencial
476,Casa,"105.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
477,Casa,"160.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
478,Casa,"140.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
479,Casa,"","4.0",Rede geral de distribuicao,"",Outro material,"1,","0.0",Exclusivamente residencial
480,Casa,"86.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
481,Casa,"80.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
482,Casa,"210.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
483,Casa,"","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
484,Casa,"","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Tem outra(s) atividade(s)
485,Casa,"20.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
486,Casa,"50.0","1.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
487,Casa,"30.0","9.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
488,Casa,"","4.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"1,","0.0",Tem outra(s) atividade(s)
489,Casa,"","3.0",Rede geral de distribuicao,"",Outro material,"1,","0.0",Exclusivamente residencial
490,Casa,"","3.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","1.0",Exclusivamente residencial
491,Casa,"80.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
492,Casa,"","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
493,Casa,"","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","2.0",Exclusivamente residencial
494,Casa,"160.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Tem outra(s) atividade(s)
495,Casa,"","9.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","1.0",Exclusivamente residencial
496,Casa,"","6.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
497,Casa,"","9.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
498,Casa,"80.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
499,Casa,"","3.0",Rede geral de distribuicao,"",Outro material,"0,","0.0",Exclusivamente residencial
500,Casa,"","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","2.0",Exclusivamente residencial
501,Casa,"","11.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
502,Casa,"","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Tem outra(s) atividade(s)
503,Casa,"150.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
504,Casa,"","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"5,","0.0",Exclusivamente residencial
505,Apartamento,"63.0","1.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
506,Apartamento,"67.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
507,Apartamento,"63.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
508,Apartamento,"63.0","6.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"3,","0.0",Exclusivamente residencial
509,Apartamento,"63.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
510,Apartamento,"63.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
511,Apartamento,"64.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
512,Apartamento,"63.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
513,Apartamento,"72.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
514,Apartamento,"72.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
515,Casa,"","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","2.0",Exclusivamente residencial
516,Casa,"55.0","1.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","0.0",Exclusivamente residencial
517,Casa,"60.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Exclusivamente residencial
518,Apartamento,"49.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
519,Apartamento,"48.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Exclusivamente residencial
520,Apartamento,"49.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
521,Casa,"65.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
522,Casa,"","7.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Tem outra(s) atividade(s)
523,Casa,"","7.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
524,Casa,"180.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
525,Casa,"140.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","2.0",Exclusivamente residencial
526,Casa,"","1.0",Rede geral de distribuicao,"",Outro material,"0,","0.0",Exclusivamente residencial
527,Apartamento,"53.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
528,Apartamento,"53.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
529,Apartamento,"47.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
530,Apartamento,"47.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Exclusivamente residencial
531,Apartamento,"53.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
532,Casa,"200.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"3,","2.0",Exclusivamente residencial
533,Casa,"82.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
534,Casa,"","6.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Tem outra(s) atividade(s)
535,Casa,"200.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
536,Casa,"200.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
537,Casa,"112.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"4,","0.0",Exclusivamente residencial
538,Casa,"42.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
539,Casa,"120.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Exclusivamente residencial
540,Casa,"88.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
541,Casa,"110.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
542,Casa,"200.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
543,Casa,"100.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
544,Casa,"62.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
545,Casa,"","4.0",Gerada no domicilio,Solar,Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
546,Casa,"","2.0",Rede geral de distribuicao,"",Outro material,"1,","0.0",Exclusivamente residencial
547,Casa,"","10.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
548,Casa,"83.0","8.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
549,Casa,"65.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
550,Casa,"","13.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
551,Casa,"","10.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Exclusivamente residencial
552,Outros,"","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
553,Casa,"42.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
554,Casa,"","15.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
555,Apartamento,"","2.0","","",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
556,Casa,"","5.0",Rede geral de distribuicao,"",Outro material,"2,","0.0",Exclusivamente residencial
557,Casa,"42.0","8.0",Rede geral de distribuicao,"",Madeira,"2,","0.0",Exclusivamente residencial
558,Casa,"63.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
559,Casa,"96.0","2.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
560,Casa,"","1.0",Rede geral de distribuicao,"",Madeira,"2,","0.0",Exclusivamente residencial
561,Casa,"56.0","2.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
562,Casa,"48.0","4.0",Rede geral de distribuicao,"",Madeira,"1,","0.0",Exclusivamente residencial
563,Casa,"120.0","1.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Não sabe/não responde
564,Casa,"170.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
565,Casa,"300.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Exclusivamente residencial
566,Casa,"160.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
567,Casa,"130.0","4.0",Rede geral de distribuicao,"",Madeira,"4,","0.0",Exclusivamente residencial
568,Casa,"120.0","8.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"5,","0.0",Exclusivamente residencial
569,Casa,"80.0","4.0",Rede geral de distribuicao,"",Madeira,"2,","0.0",Exclusivamente residencial
570,Casa,"80.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Exclusivamente residencial
571,Casa,"80.0","5.0",Rede geral de distribuicao,"",Madeira,"2,","0.0",Exclusivamente residencial
572,Casa,"36.0","2.0",Rede geral de distribuicao,"",Madeira,"1,","0.0",Exclusivamente residencial
573,Casa,"36.0","3.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
574,Casa,"","3.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"1,","1.0",Exclusivamente residencial
575,Casa,"150.0","8.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","0.0",Exclusivamente residencial
576,Casa,"24.0","11.0",Rede geral de distribuicao,"",Madeira,"1,","0.0",Exclusivamente residencial
577,Casa,"108.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
578,Casa,"56.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
579,Casa,"","1.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
580,Casa,"63.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"3,","0.0",Exclusivamente residencial
581,Casa,"64.0","4.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
582,Casa,"42.0","6.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
583,Casa,"80.0","7.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
584,Casa,"80.0","4.0",Rede geral de distribuicao,"",Madeira,"4,","0.0",Exclusivamente residencial
585,Casa,"55.0","2.0",Rede geral de distribuicao,"",Madeira,"1,","0.0",Exclusivamente residencial
586,Casa,"60.0","3.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
587,Casa,"140.0","5.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
588,Casa,"35.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Exclusivamente residencial
589,Casa,"80.0","4.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
590,Casa,"48.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Exclusivamente residencial
591,Casa,"80.0","3.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"1,","0.0",Exclusivamente residencial
592,Casa,"65.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Exclusivamente residencial
593,Casa,"90.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
594,Casa,"","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","1.0",Exclusivamente residencial
595,Casa,"72.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","1.0",Exclusivamente residencial
596,Casa,"64.0","9.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"1,","1.0",Exclusivamente residencial
597,Casa,"80.0","5.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","0.0",Exclusivamente residencial
598,Casa,"35.0","2.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","0.0",Exclusivamente residencial
599,Casa,"150.0","4.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","0.0",Exclusivamente residencial
600,Casa,"120.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
601,Casa,"","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"3,","0.0",Exclusivamente residencial
602,Casa,"52.0","1.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
603,Casa,"42.0","1.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","0.0",Exclusivamente residencial
604,Casa,"55.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
605,Casa,"81.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
606,Apartamento,"","3.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
607,Casa,"40.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Exclusivamente residencial
608,Casa,"80.0","3.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"3,","0.0",Exclusivamente residencial
609,Casa,"64.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"3,","0.0",Exclusivamente residencial
610,Casa,"80.0","7.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"2,","0.0",Exclusivamente residencial
611,Casa,"80.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
612,Apartamento,"","1.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
613,Casa,"108.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
614,Casa,"52.0","4.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","0.0",Exclusivamente residencial
615,Casa,"60.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
616,Casa,"25.0","2.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
617,Casa,"64.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"4,","0.0",Exclusivamente residencial
618,Casa,"","2.0",Rede geral de distribuicao,"",Outro material,"0,","0.0",Exclusivamente residencial
619,Casa,"42.0","8.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
620,Casa,"80.0","3.0",Rede geral de distribuicao,"",Outro material,"0,","0.0",Exclusivamente residencial
621,Casa,"80.0","3.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
622,Apartamento,"14.0","3.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
623,Casa,"120.0","3.0",Rede geral de distribuicao,"",Madeira,"1,","0.0",Exclusivamente residencial
624,Casa,"36.0","4.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
625,Casa,"60.0","2.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"1,","0.0",Exclusivamente residencial
626,Casa,"49.0","1.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
627,Apartamento,"10.0","1.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","0.0",Exclusivamente residencial
628,Casa,"60.0","12.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
629,Apartamento,"35.0","1.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
630,Casa,"120.0","3.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","0.0",Exclusivamente residencial
631,Casa,"35.0","2.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
632,Casa,"80.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
633,Casa,"108.0","4.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
634,Casa,"48.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
635,Casa,"120.0","2.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
636,Casa,"63.0","7.0",Rede geral de distribuicao,"",Madeira,"1,","0.0",Exclusivamente residencial
637,Casa,"","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"3,","2.0",Exclusivamente residencial
638,Casa,"","3.0",Rede geral de distribuicao,"",Madeira,"1,","0.0",Exclusivamente residencial
639,Casa,"84.0","6.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
640,Casa,"65.0","5.0",Mista,Sistema misto,Alvenaria c/revestimento externo,"1,","1.0",Exclusivamente residencial
641,Casa,"70.0","3.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
642,Casa,"","5.0",Rede geral de distribuicao,"",Madeira,"0,","1.0",Exclusivamente residencial
643,Casa,"56.0","3.0",Rede geral de distribuicao,"",Madeira,"1,","0.0",Exclusivamente residencial
644,Casa,"65.0","6.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
645,Casa,"36.0","5.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
646,Casa,"32.0","4.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
647,Casa,"160.0","6.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
648,Casa,"45.0","3.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
649,Casa,"200.0","5.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"1,","0.0",Exclusivamente residencial
650,Casa,"60.0","6.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
651,Casa,"110.0","5.0",Rede geral de distribuicao,"",Alvenaria s/revestimento externo,"0,","0.0",Exclusivamente residencial
652,Casa,"48.0","4.0",Rede geral de distribuicao,"",Madeira,"0,","0.0",Exclusivamente residencial
653,Casa,"54.0","11.0",Rede geral de distribuicao,"",Alvenaria c/revestimento externo,"0,","0.0",Exclusivamente residencial
